看板 outdoorgear,https://www.ptt.cc/bbs/outdoorgear/M.1236971122.A.1E7.html,mangudai (嗚呼哀哉),[公告] OG版規 1.05,Sat Mar 14 03:05:19 2009,4,"

感謝板大路人甲的引薦,讓我得以成為版工服務大家!

上任後第一次PO公告...希望不要凸槌啊~~


這ver 1.05的板規只針對第5點""禁止買賣文""作修正:

除商業廣告文之外,其他如交換,出租,徵求,團購文等...目前開放PO板!

其定義,內容,規則...待觀察期結束後會再公告正式板規!

=========================================================================

路人甲的上任公告:

基本上,本板雖然人氣沒有高的誇張,但也是不低,保持於隨時都有人觀看的程度

也由於大家都蠻有禮貌的,至今也沒有出過什麼問題

但是還是要提醒大家一些最基本的東西一起來維護與遵守

我不願也不會隨便禁人水桶,還希望大家一起配合,讓這個板更適合發文,閱讀,成長





公告性質的文章皆為版工們所使用




只要很有內容,為大眾所能接受,文章形式我們是不拘的

但是在純文字的bbs中,我們只能透過文字來認識,瞭解你的人格

人必自重而後人重之

請瞭解在這裡,文字就是代表了你,而且有可能流傳很遠很久,請豐富並尊重你自己




感謝前人的耕耘,OG板精華區與開板以來所累積的這些文章

有非常豐富的的資料可以解決大部分的問題

但是服用前,可以稍微注意一下當時的日期,有時候超過兩三年的資料請謹慎使用




切勿有任何人身攻擊,挑釁,或任何有讓人感到不快的文字,連接,圖片

t,雖然機會不高,但OG板不希望有政治,宗教,人種民族文的出現




但交換,出租,徵求,團購文等等形態的文章

在研擬出相關規定前,暫時觀察之並不予禁止



==============================================================

mangudai的上任感言:

再次感謝路人甲及板眾的支持!

成為OG板工對於從小到大一直逃避當班級幹部的我來說....真是不可思議啊!

我想我還是比較適合走狂熱技研人員的阿宅路線~~~ 囧rz


因為我ㄧ直以來的習慣都是研究某個感興趣的主題,ㄧ直到欲罷不能才發表

或者看到啥有興趣的新東西就PO上來跟大家分享 (就是放毒啦~~)

所以對於板上該有的管理方法和規矩完全陌生

正在跟路人甲大學習中...如有不恰當之處請大家多多指教囉!


不過有件事ㄧ定要讓大家知道...

就是我為了討生活,現在開始跟戶外雜誌/代理商/布料廠...建立合作關係

所以""換個位置換個腦袋""就成為我必須面對的課題

基本上我在OG板還是會堅持裝備愛好者&板工的角色,並避免置入性行銷!

如果哪天真的成為某家公司的員工,那我就會PO板跟大家說再見啦!

畢竟OG板是大家嗑牙聊裝備的園地,不該被商業行為污染


以上...

希望大家多多包涵我的難處 orz

玩裝備是需要財力的~~

如果又有家要養的話...

只能把它當工作囉!

--
◆ From: 61.223.226.212
"
看板 outdoorgear,https://www.ptt.cc/bbs/outdoorgear/M.1611044021.A.D8A.html,jcjh (圓形好人),[團購] moosejaw代購 黑字7 紅字9折(快速團,Tue Jan 19 16:13:39 2021,0,"
[美國] Moosejaw代購

限時團預計滿額2萬就截止 MJ點數約700點

Moosejaw 官網 
*$49元以上美國境內免運費

各式品牌網址:
小狐狸Fjallraven:
始祖鳥Arcteryx:
北臉The north face (up to 30% off):
長毛象Mammut  

費用計算方式：

特價 x0.9(9折)x 28.5(匯率)+國際運費

*台灣國內免運費
*免關稅

國際運費：
1磅:台幣 $190元(代買物重量不滿2磅則以2磅計價)
*大部份包裹只採計重量為主，除較大型包裹如家電/器材等會以體積計算
*實際測量若遇小數點採無條件進位
*訂單成立後更改地址及收件人 額外收取台幣200元
*外島運費(澎湖、金門、馬祖、綠島)額外收取台幣230元


購買流程：

1.
請推文並來信()請勿站內信
提供以下資訊並請您匯款，收到後會立刻下單
**需要下載海關App Ezway 並註冊

收件人姓名:
身分證字號:
聯絡電話:
郵遞區號/收貨地址:
商品連結(請多使用縮網址
商品名稱(英文):
匯款總額(原價商品x0.7x28.5):
        (特價商品x0.9x28.5):
尺寸版型(英文):
顏色(英文) :
數量:


2.
集運商回報商品重量後，再支付剩餘國際運費。
下單後約2~3週即可以收到商品。

*有任何問題皆歡迎來信詢問
*款項收齊之後我們才會訂貨或寄出喔～

--
"
看板 outdoorgear,https://www.ptt.cc/bbs/outdoorgear/M.1611024763.A.7CC.html,talentgod (5 cm/s),[團購]  Costco 高山瓦斯罐 230公克 ,Tue Jan 19 10:52:41 2021,0,"
Anypower 高山瓦斯罐 230公克 x 24入

一組3罐/200元

台元(平日中午)/園區(平日晚上)面交

有需要者麻煩站內信，謝謝!

--
"
看板 MAC,https://www.ptt.cc/bbs/MAC/M.1611044637.A.B06.html,charming181 (charming181),[麥書] 現在外面還買得到i7的Macbook Air,Tue Jan 19 16:23:55 2021,2,"
看官網已經沒賣了，但比較機型還是會出現，有人知道哪間門市還有在賣? 想說現在買應
該折扣比較多

--
"
看板 MAC,https://www.ptt.cc/bbs/MAC/M.1611017062.A.C35.html,hajimels (阿一),Re: [唉麥] M1 with Dell D6000 DisplayLink,Tue Jan 19 08:44:18 2021,2,"
原文恕刪

因為推文裡有版友希望能分享方法，故用回文的方式比較清楚

使用配備如下 (產品只貼官網）：

主機: MacBook Pro M1 (2020)
Dock: Caldigit TS3 Plus


USB to HDMI Adapter: SANWA 500-KC007N


軟體前置作業：
DisplayLink Manager (以下簡稱DLM)


步驟：
1. 安裝DLM，記得設定裡給予Screen Recording的權限

2.接上主動式(Active) USB to HDMI Adapter
或是可稱是外接顯卡？ 這裡一定要是主動式的！
我用的SANWA是很久前日本工作時就買的
反正接的熒幕是看code用，只有1080p就夠用了。
PS. 不能在M1設成直立顯示，有點沒以前順眼

3. 此時你DLM應該就抓到你有外接顯示器可以用了

有問題歡迎提出

--
"
看板 MLB,https://www.ptt.cc/bbs/MLB/M.1611028498.A.91F.html,wahaha5678 (J罵),[情報] Tyler Chatwood to Blue Jays,Tue Jan 19 11:54:49 2021,4,"


Tyler Chatwood has deal with Jays, pending physical




Deal pays him $3 million with incentives that can push it to $5.5m, per
source.




 in agreement with right-hander Tyler Chatwood, pending physical,
per source. Expected to be used out of bullpen.
@JonHeyman first.


去年在小熊一度威風八面的 Tyler Chatwood 轉戰藍鳥，預計擔任牛棚，1yr/$3M。

如果加上激勵條款最高可拿到 $5.5M，目前正在等待體檢。

--
別這樣，我 Fantasy 差點就上車了XDD
"
看板 MLB,https://www.ptt.cc/bbs/MLB/M.1611019958.A.D1C.html,wahaha5678 (J罵),[情報] Jon Lester to Nationals,Tue Jan 19 09:32:34 2021,10,"
Left-handed starter Jon Lester and the Washington Nationals are in agreement
on a one-year deal with a mutual option, pending physical, sources familiar
with the contract told ESPN.

After a phenomenal six years in Chicago, Lester off to D.C. to join Scherzer,
Strasburg, Corbin.




Jon Lester 一年約去國民，但有共同選擇權。

目前正在等待體檢，金額未知。

--
"
看板 MLB,https://www.ptt.cc/bbs/MLB/M.1611012558.A.D63.html,Wojnarowski (@wojespn),[情報] Joe Musgrove to Padres,Tue Jan 19 07:29:16 2021,40,"
The San Diego Padres are in agreement on a deal to acquire right-hander Joe Mu
sgrove from the Pittsburgh Pirates, sources tell ESPN.



教士再出手！
從海盜交易來右投手Joe Musgrove


Full return for Joe Musgrove, per sources: Joey Lucchesi, Hudson Head, David B
ednar, Omar Cruz, Drake Fellows.



海盜獲得Hudson Head, David Bednar, Omar Cruz, Drake Fellows


The #Mets are part of the #Padres #Pirates trade. Lefty Joey Lucchesi is being
 redirected to the NYM. He will help provide pitching depth. @JonathanMayo rep
orting the NYM trading Endy Rodriguez to the Pittsburgh.



梅子加入成為三方交易，送出新秀Endy Rodriguez給海盜，得到Joey Lucchesi


--
"
看板 SuperBike,https://www.ptt.cc/bbs/SuperBike/M.1477936278.A.F47.html,waterdisney (想要征服的世界),[公告] 置底檢舉區,Tue Nov  1 01:51:15 2016,459,"

  版面上若有人身攻擊/漫罵/亂板/明顯帶風向情事

  或其餘事項要反應建議



  都可於此篇置底建議/檢舉區推文反應,  板主看到後會盡快處理

  若有篇幅較長的板務建議, 則請直接在板上發文討論即可

--
"
看板 SuperBike,https://www.ptt.cc/bbs/SuperBike/M.1610987021.A.982.html,Akito000 (攻城獅 吼~吼~),[閒聊] 揪團 2/7-2/9 雙橫花蓮,Tue Jan 19 00:23:39 2021,6,"
一直聽公司前輩說中橫太魯閣到花蓮段有多漂亮
趁這次過年前的假期想去騎它一輪
基本行程
第一天
北橫(7甲)-中橫(台8)-花蓮 (住花蓮)

第二天
未定(花蓮漫遊大吃大喝 一樣住花蓮)

第三天
蘇花-北宜-回程

第一天應該是非常操
不過想到第二天能在花蓮漫遊應該也能忍受(?
不知板上有無大大想同行(想調行程也能來信討論)
由於這兩天要訂住宿 故只徵到周三 or 四吧(!?)

注：看天氣決定出紅牌還是白牌

意者來信，也歡迎經驗者給小弟旅行建議，尤其是加油站安排(小弟紅牌吃98，加油站難
找啊~~)

--
歡迎來信討論
01/19 01:39
搞錯 是台8 睡前果然精神不好www
謝謝情報
"
